#,"ID (Orden de compra)",Proveedor,Procedimiento,Contrato,Ejercicio,Trimestre,"Sujeto obligado ordenante","Campaña o aviso institucional","Sujeto obligado solicitante","Número orden de compra",Justificación,"Fecha de orden","Archivo de la orden de compra en PDF (Vínculo al documento)",Estatus
60,"OI-42-15 INAI","Medios Informativos de Campeche, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-42-15 INAI","Nombre comercial del proveedor: Crónica de Campeche
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
61,"OI-43-15 INAI","Publicaciones del Chuviscar, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-43-15 INAI","Nombre comercial del proveedor: Diario de Chihuahua
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
62,"OI-44-15 INAI","Reparto Van Internacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-44-15 INAI","Nombre comercial del proveedor: Información con Valor Vanguardia
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
63,"OI-45-15 INAI","Reparto Van Internacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-45-15 INAI","Nombre comercial del proveedor: El Guardian
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
64,"OI-46-15 INAI","Pucoma, S.C.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-46-15 INAI","Nombre comercial del proveedor: Diario de Colima
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
65,"OI-47-15 INAI","Victoria Editores, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-47-15 INAI","Nombre comercial del proveedor: Victoria de Durango
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
66,"OI-48-15 INAI","Publicidad Efectiva de León, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-48-15 INAI","Nombre comercial del proveedor: Periódico Libre de Celaya
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
67,"OI-49-15 INAI","Publicidad Efectiva de León, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-49-15 INAI","Nombre comercial del proveedor: AM de Irapuato
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
68,"OI-50-15 INAI","Editorial Zeuqram, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-50-15 INAI","Nombre comercial del proveedor: Criterio la Verdad Impresa
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
69,"OI-51-15 INAI","Periódico Ruta, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-51-15 INAI","Nombre comercial del proveedor: La Ruta
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
70,"OI-52-15 INAI","Operadora y Editora del Bajío, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-52-15 INAI","Nombre comercial del proveedor: El Diario Grande de Michoacán Provincia
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
71,"OI-53-15 INAI","Editoriales de Morelos, S. A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-53-15 INAI","Nombre comercial del proveedor: Diario de Morelos
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
72,"OI-54-15 INAI","Guillermo Aguirre Torres","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-54-15 INAI","Nombre comercial del proveedor: Matutino Gráfico
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
73,"OI-55-15 INAI","Compañía Editorial Alpesor, S. de R.L.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-55-15 INAI","Nombre comercial del proveedor: Meridiano de Nayarit
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
74,"OI-56-15 INAI","Editorial Monterrey, S. A.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-56-15 INAI","Nombre comercial del proveedor: ABC Monterrey
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
75,"OI-57-15 INAI","Publicaciones Fernández Pichardo, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-57-15 INAI","Nombre comercial del proveedor:  El Imparcial del Istmo
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
76,"OI-58-15 INAI","Publicaciones y Publicidad del Sur, S. de R.L. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-58-15 INAI","Nombre comercial del proveedor: El Popular
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
77,"OI-59-15 INAI","Novedades de Quintana Roo, S.A. de C.V","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-59-15 INAI","Nombre comercial del proveedor: Novedades de Quintana Roo
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
78,"OI-60-15 INAI","Editorial Mival, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-60-15 INAI","Nombre comercial del proveedor: El Pulso de San Luis Potosí
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
79,"OI-61-15 INAI","Empresas el Debate, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-61-15 INAI","Nombre comercial del proveedor: El Debate de Culiacán
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
80,"OI-62-15 INAI","El Debate, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-62-15 INAI","Nombre comercial del proveedor: El Debate de los Mochis
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
81,"OI-63-15 INAI","Empresas el Debate, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-63-15 INAI","Nombre comercial del proveedor: El Debate de Mazatlan
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
82,"OI-64-15 INAI","Editorial Diario del Yaqui, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-64-15 INAI","Nombre comercial del proveedor: Diario del Yaqui
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
83,"OI-65-15 INAI","Medios y Editorial de Sonora, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-65-15 INAI","Nombre comercial del proveedor: Expreso Más Personal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
84,"OI-66-15 INAI","Periódicos Nuevo Día, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-66-15 INAI","Nombre comercial del proveedor: Nuevo Día de Nogales
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
85,"OI-67-15 INAI","Sistema Informativo de Tabasco, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-67-15 INAI","Nombre comercial del proveedor: El Presente Diario del Sureste
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
86,"OI-68-15 INAI","Sistema Informativo de Tabasco, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-68-15 INAI","Nombre comercial del proveedor: El Presente Diario del Sureste
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
87,"OI-69-15 INAI","Editora Hora Cero, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-69-15 INAI","Nombre comercial del proveedor: Media Hora
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
88,"OI-70-15 INAI","Compañía Periodística del Panuco, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-70-15 INAI","Nombre comercial del proveedor: La Razón
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
89,"OI-71-15 INAI","Sociedad Editora Arroniz, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-71-15 INAI","Nombre comercial del proveedor: El Mundo de Córdova
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
90,"OI-72-15 INAI","Editorial Gibb, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-72-15 INAI","Nombre comercial del proveedor: La Opinión de Poza Rica
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
91,"OI-73-15 INAI","Comercial Bermam, S. de R.L. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-73-15 INAI","Nombre comercial del proveedor: El Dictamen
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
92,"OI-74-15 INAI","Novedades de Mérida, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-74-15 INAI","Nombre comercial del proveedor: De Peso
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-02,,Activo
93,"OI-75-15 INAI","Novedades de Mérida, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-75-15 INAI","Nombre comercial del proveedor: Milenio Novedades
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-02,,Activo
94,"OI-76-15 INAI","Milenio Diario, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-76-15 INAI","Nombre comercial del proveedor: Milenio Diario
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-03,,Activo
95,"OI-77-15 INAI","Ediciones del Norte, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-77-15 INAI","Nombre comercial del proveedor: Reforma
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-03,,Activo
96,"OI-78-15 INAI","DEMOS, Desarrollo de Medios, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-78-15 INAI","Nombre comercial del proveedor: La Jornada
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-03,,Activo
97,"OI-79-15 INAI","El Universal Compañía Periodística Nacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-79-15 INAI","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-03,,Activo
98,"OI-80-15 INAI","El Universal Compañía Periodística Nacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Encuentro Regional de Transparencia y Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-80-15 INAI","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-09,,Activo
99,"OI-81-15 INAI","DEMOS, Desarrollo de Medios, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Encuentro Regional de Transparencia y Protección de Datos Personales","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-81-15 INAI","Nombre comercial del proveedor: La Jornada
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-09,,Activo
100,"OI-82-15 INAI","Mac Ediciones y Publicaciones, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-82-15 INAI","Nombre comercial del proveedor: Revista Cambio
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-10,,Activo
101,"OI-83-15 INAI","Comunicación e Información, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-83-15 INAI","Nombre comercial del proveedor: Revista Proceso
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-10,,Activo
102,"OI-84-15 INAI","Editorial Televisa, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-84-15 INAI","Nombre comercial del proveedor: Revista TV y Novelas
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-10,,Activo
103,"OI-85-15 INAI","Editorial Cruzada, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-85-15 INAI","Nombre comercial del proveedor: Revista Siempre
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-10,,Activo
104,"OI-86-15 INAI","Talento e Inteligencia en Medios, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-86-15 INAI","Nombre comercial del proveedor: Revista Emeequis
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-10,,Activo
105,"OI-87-15 INAI","Grupo Editorial Vixin, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-87-15 INAI","Nombre comercial del proveedor: Revista el Contribuyente
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-10,,Activo
106,"OI-88-15 INAI","Paradin de México, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-88-15 INAI","Nombre comercial del proveedor: Revista Vértigo
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-10,,Activo
107,"OI-89-15 INAI","Notmusa, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-89-15 INAI","Nombre comercial del proveedor: Revista TV Notas
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-11,,Activo
108,"OI-90-15 INAI","Ediciones del Norte, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-90-15 INAI","Nombre comercial del proveedor: Reforma
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-11,,Activo
109,"OI-91-15 INAI","Milenio Diario, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-91-15 INAI","Nombre comercial del proveedor: Milenio Diario
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-11,,Activo
110,"OI-92-15 INAI","DEMOS, Desarrollo de Medios, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-92-15 INAI","Nombre comercial del proveedor: La Jornada
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-11,,Activo
111,"OI-93-15 INAI","Publicaciones Metropolitanas, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-93-15 INAI","Nombre comercial del proveedor: Publimetro
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector",2015-12-11,,Activo
112,"OI-94-15 INAI","El Universal Compañía Periodística Nacional, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-94-15 INAI","Nombre comercial del proveedor: El Universal
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-11,,Activo
113,"OI-95-15 INAI","Compañía Periodística del Sol del Estado de México, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-95-15 INAI","Nombre comercial del proveedor: El Sol de Toluca
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-11,,Activo
114,"OI-96-15 INAI","La Crónica Diaria, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,octubre-diciembre,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OI-96-15 INAI","Nombre comercial del proveedor: La Crónica
Promedio de circulación, ámbito geográfico de cobertura, perfil del lector ",2015-12-11,,Activo
115,"OS-01-15 IFAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-01-15 IFAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-01-14,,Activo
116,"OS-01-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-01-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-05-07,,Activo
117,"OS-02-15 IFAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-02-15 IFAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-02-05,,Activo
118,"OS-02-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-02-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-05-18,,Activo
119,"OS-03-15 IFAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-03-15 IFAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-03-04,,Activo
120,"OS-03-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-03-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-05-29,,Activo
121,"OS-04-15 IFAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,enero-marzo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-04-15 IFAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-03-19,,Activo
122,"OS-04-15 INAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-04-15 INAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-05-14,,Activo
123,"OS-05-15 IFAI","X-Stream Networks, S.A. de C.V.","Adjudicación directa","Sin contrato",2015,abril-junio,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","Institucional 2015","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales","OS-05-15 IFAI","Nombre comercial del proveedor: XSN Group
Disponibilidad del Servicio",2015-04-08,,Activo
